,title,price,rr,link,img_link,details
54,ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Plu...,"₹56,589",199 Ratings & 23 Reviews,/asus-vivobook-15-2022-core-i7-10th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-plus-x515ja-ej701ws-gaming-laptop/p/itmf36738fdb013c?pid=COMG87FFHZZ22XUW&lid=LSTCOMG87FFHZZ22XUWLJ9WU0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMG87FFHZZ22XUW.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
55,DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10) Inspiron 3511 Thin and Light Laptop,"₹40,490",70 Ratings & 9 Reviews,/dell-inspiron-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-3511-thin-light-laptop/p/itmff380b1f1935a?pid=COMG6D9UZGHHYYEQ&lid=LSTCOMG6D9UZGHHYYEQQKOH4L&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMG6D9UZGHHYYEQ.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019 included1 Year Onsite Warranty
56,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LGIN Thin and L...,"₹39,490",56 Ratings & 7 Reviews,/lenovo-ideapad-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-thin-light-laptop/p/itm1c6de69e1069c?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQEVXKZI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMGBNFUTNYFZRJQ.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty
57,DELL Inspiron Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook,"₹32,690",125 Ratings & 11 Reviews,/dell-inspiron-pentium-silver-8-gb-256-gb-ssd-windows-11-home-3521-notebook/p/itm8a3845e0d7c3d?pid=COMGCYF92HFJXHTU&lid=LSTCOMGCYF92HFJXHTUAWJIWY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMGCYF92HFJXHTU.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/3/w/s/inspiron-3521-notebook-dell-original-imagcyrhxaybghra.jpeg?q=70,Intel Pentium Silver Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
58,acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"₹39,990",51 Ratings & 8 Reviews,/acer-aspire-3-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-11-home-a315-23-laptop/p/itm3ea59049bce25?pid=COMG8ZYESERNZFZC&lid=LSTCOMG8ZYESERNZFZCQGEEKL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMG8ZYESERNZFZC.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ktketu80/computer/n/r/0/a315-23-laptop-acer-original-imag6w27yw7bmdz5.jpeg?q=70,"AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)"
59,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,"₹31,990","1,443 Ratings & 189 Reviews",/redmibook-15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-thin-light-laptop/p/itm302328cdf5e24?pid=COMG4Z35GKZTRDSF&lid=LSTCOMG4Z35GKZTRDSFFNBHAW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMG4Z35GKZTRDSF.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/krxtrww0/computer/e/l/c/redmibook-15-e-learning-edition-thin-and-light-laptop-redmi-original-imag5m8jkjbaybeu.jpeg?q=70,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty"
60,HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹59,990","7,218 Ratings & 789 Reviews",/hp-pavilion-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-1650-144-hz-15-ec2004ax-gaming-laptop/p/itm98c94bbf9bc20?pid=COMG5GZXPWMGTNWS&lid=LSTCOMG5GZXPWMGTNWSQE9WVW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMG5GZXPWMGTNWS.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year Onsite Warranty"
61,HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop,"₹47,990",94 Ratings & 8 Reviews,/hp-pavilion-x360-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14-dy0190tu-2-1-laptop/p/itm2485c56a6d60d?pid=COMGA3743UQM5QZ4&lid=LSTCOMGA3743UQM5QZ4ZQUM2L&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMGA3743UQM5QZ4.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kufuikw0/computer/i/o/s/14-dy0003tu-thin-and-light-laptop-hp-original-imag7k25vgcnds5f.jpeg?q=70,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty"
62,Lenovo Ideapad Gaming 3 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹70,490",4 Ratings & 0 Reviews,/lenovo-ideapad-gaming-3-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ihu6-laptop/p/itm862099f931fb1?pid=COMGEMAYVEKWBVZB&lid=LSTCOMGEMAYVEKWBVZBCAMZTA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMGEMAYVEKWBVZB.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Carry-in Warranty
63,ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,"₹25,990",150 Ratings & 19 Reviews,/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_68&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMGBH774UHWUFQF.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
64,MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹89,990",855 Ratings & 102 Reviews,/msi-gf65-thin-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-410in-gaming-laptop/p/itm4883b261a85ea?pid=COMG5AWTPR8FHHVA&lid=LSTCOMG5AWTPR8FHHVAMZKZO3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMG5AWTPR8FHHVA.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/a/4/a/gf65-thin-10ue-410in-gaming-laptop-msi-original-imag72h6wn7ktgzy.jpeg?q=70,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayPCI-e SSD (NVMe) ready,SHIFT,Silver-Lining Print,Cooler Boost 5,Audio Boost,Dragon Center,Nahimic 3,Narrow Bezel, 144Hz Panel2 Year On-Site Warranty"
65,ASUS VivoBook 14 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS T...,"₹50,990",324 Ratings & 37 Reviews,/asus-vivobook-14-2022-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x415ea-eb572ws-thin-light-laptop/p/itmb5466ba5e4034?pid=COMGBF3SMFHGDVFX&lid=LSTCOMGBF3SMFHGDVFX5XX7ME&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_70&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMGBF3SMFHGDVFX.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
66,Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹24,990",418 Ratings & 95 Reviews,/infinix-inbook-x1-neo-series-celeron-quad-core-8-gb-256-gb-ssd-windows-11-home-xl22-thin-light-laptop/p/itm83e1c68ae336a?pid=COMGG3S9XZV4PWHB&lid=LSTCOMGG3S9XZV4PWHB7QYYCQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=search&fm=organic&iid=ab06f18e-6aaf-44e4-ae17-95f9aaa6af56.COMGG3S9XZV4PWHB.SEARCH&ppt=None&ppn=None&ssid=8rw7vigu2o0000001660911141355&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/h/g/l/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49gbqxuhfha.jpeg?q=70,Intel Celeron Quad Core Processor8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
67,acer Aspire 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,"₹24,890",3 Ratings & 2 Reviews,/acer-aspire-3-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-a314-35-notebook/p/itm4222966586c4f?pid=COMGGYRHXFUPTDGM&lid=LSTCOMGGYRHXFUPTDGMLFEDRM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGGYRHXFUPTDGM.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/m/3/k/a314-35-notebook-acer-original-imagg462zhhzd62a.jpeg?q=70,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year International Travelers Warranty (ITW)
68,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,"₹1,09,990",68 Ratings & 13 Reviews,/msi-pulse-gl66-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-11ugk-431in-gaming-laptop/p/itm9eaffcc31a058?pid=COMG6E8PV7JC3SMM&lid=LSTCOMG6E8PV7JC3SMMVHYKEI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMG6E8PV7JC3SMM.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/k/f/3/pulse-gl66-11ugk-thin-and-light-laptop-msi-original-imag6hgu5bffmasm.jpeg?q=70,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMatrix Display (Extend)?Cooler Boost 5?Hi-Res Audio?Nahimic 3, Thin Bezel?Speaker Tuning Engine2 Year On-Site Warranty"
69,HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GT...,"₹61,990",31 Ratings & 4 Reviews,/hp-pavilion-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-15-ec2008ax-gaming-laptop/p/itm064ef0c9e0f91?pid=COMG9FSFSKCFHHK4&lid=LSTCOMG9FSFSKCFHHK4Y0ZHHB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMG9FSFSKCFHHK4.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year onsite warranty"
70,HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0186TU 2 in 1 Laptop,"₹52,990",124 Ratings & 11 Reviews,/hp-pavilion-x360-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14-dy0186tu-2-1-laptop/p/itm367c6182b8f54?pid=COMG9WRFYCG8RFJP&lid=LSTCOMG9WRFYCG8RFJPCO53IF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMG9WRFYCG8RFJP.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ktketu80/computer/r/f/r/14-dy0050tu-thin-and-light-laptop-hp-original-imag6w29bs32mq2j.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
71,ASUS Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin and Light Laptop,"₹44,990",10 Ratings & 2 Reviews,/asus-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k413ea-eb302ws-thin-light-laptop/p/itm0f2e852a3ac4f?pid=COMGCXD7RWUFARSB&lid=LSTCOMGCXD7RWUFARSBWSIXXY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGCXD7RWUFARSB.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/s/m/asus-original-imaftndw8zg398np.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
72,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L322...,"₹45,990",85 Ratings & 15 Reviews,/asus-vivobook-ultra-k15-oled-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l322ws-thin-light-laptop/p/itm7495291b310b7?pid=COMGD2ZRVXYM4QPW&lid=LSTCOMGD2ZRVXYM4QPWJLR4JR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_81&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGD2ZRVXYM4QPW.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
73,HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,"₹38,490",769 Ratings & 122 Reviews,/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-14s-fq1089au-thin-light-laptop/p/itm30e084d034979?pid=COMGAY9Y7WXZYFDA&lid=LSTCOMGAY9Y7WXZYFDAYEJGOH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGAY9Y7WXZYFDA.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/k/i/-original-imaggsh8hmh4jmdz.jpeg?q=70,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year onsite warranty
74,Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/DOS) V15 G2 ITL Laptop,"₹29,990",5 Ratings & 1 Reviews,/lenovo-core-i3-11th-gen-4-gb-256-gb-ssd-dos-v15-g2-itl-laptop/p/itm7d7ce0a860550?pid=COMGFM7V3Z9N5TK2&lid=LSTCOMGFM7V3Z9N5TK2KHZONI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGFM7V3Z9N5TK2.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ksuowi80/screen-guard/tempered-glass/s/b/y/lenovo-ideapad-slim-3-2021-11th-gen-intel-core-i5-15-6-original-imag6c6j77gcv3vu.jpeg?q=70,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAMDOS Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty
75,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,"₹49,990",35 Ratings & 6 Reviews,/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-tp470ea-ec311ws-2-1-laptop/p/itm3f58141dd908b?pid=COMGARNU6AZYVZUZ&lid=LSTCOMGARNU6AZYVZUZEGCBMF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGARNU6AZYVZUZ.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty
76,HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/14...,"₹67,990",129 Ratings & 22 Reviews,/hp-victus-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-16-d0354tx-gaming-laptop/p/itm272629b3faa52?pid=COMGEVBGVFVBFJHE&lid=LSTCOMGEVBGVFVBFJHE2H2HV0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGEVBGVFVBFJHE.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/h/o/-original-imagggyq3zzqggpz.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
77,ASUS VivoBook 14 (2021) Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Thi...,"₹32,990",6 Ratings & 0 Reviews,/asus-vivobook-14-2021-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-m515da-br322ws-thin-light-laptop/p/itm3e74b75d052c0?pid=COMGCG2GRZ7QVCDY&lid=LSTCOMGCG2GRZ7QVCDYDDOYQD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMGCG2GRZ7QVCDY.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
78,MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹73,990",206 Ratings & 39 Reviews,/msi-katana-gf66-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050ti-11ud-876in-gaming-laptop/p/itm02e4b08d405b1?pid=COMG6E8PJWDH5HBB&lid=LSTCOMG6E8PJWDH5HBBBUOQ0R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=search&fm=organic&iid=e84f0aec-7184-441d-84c4-29ebc49f2f02.COMG6E8PJWDH5HBB.SEARCH&ppt=None&ppn=None&ssid=zrxiyhegk00000001660911142387&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70,"Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMatrix Display (Extend)?Cooler Boost 5?Hi-Res Audio?Nahimic 3, Thin Bezel?Speaker Tuning Engine2 Year On-Site Warranty"
